,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
MT-ND3,MT-ND3,8.62E-30,0.892466902,0.947,0.996,1.65E-25,T cell
DDIT4,DDIT4,8.63E-30,1.581301662,0.594,0.418,1.65E-25,T cell
AES,AES,1.01E-29,1.092076466,0.342,0.104,1.94E-25,T cell
SQSTM1,SQSTM1,1.24E-29,-0.643904859,0.368,0.805,2.36E-25,T cell
CD59,CD59,1.30E-29,-0.257702806,0.129,0.516,2.49E-25,T cell
C19orf43,C19orf43,1.67E-29,1.114441256,0.638,0.517,3.18E-25,T cell
AIF1,AIF1,1.89E-29,-2.297392463,0.02,0.273,3.61E-25,T cell
TYMP,TYMP,3.90E-29,-0.498898844,0.224,0.657,7.46E-25,T cell
LCP1,LCP1,4.10E-29,1.199459466,0.504,0.256,7.83E-25,T cell
ABRACL,ABRACL,4.25E-29,1.167521559,0.489,0.261,8.13E-25,T cell
FNDC3A,FNDC3A,4.66E-29,-0.290742501,0.053,0.355,8.90E-25,T cell
CD9,CD9,4.98E-29,-0.750991526,0.031,0.303,9.52E-25,T cell
ICOS,ICOS,1.15E-28,1.044246541,0.186,0.013,2.20E-24,T cell
SPCS2,SPCS2,1.29E-28,-0.622888836,0.417,0.823,2.47E-24,T cell
VIMP,VIMP,1.37E-28,-0.474097049,0.272,0.732,2.61E-24,T cell
DOK2,DOK2,1.53E-28,1.295150601,0.421,0.174,2.93E-24,T cell
TRGC2,TRGC2,2.11E-28,1.008068427,0.175,0.009,4.04E-24,T cell
RPN2,RPN2,2.37E-28,-0.357236182,0.193,0.618,4.52E-24,T cell
FCER1G,FCER1G,2.62E-28,-1.949660662,0.02,0.269,5.00E-24,T cell
DDX24,DDX24,3.52E-28,1.353890605,0.616,0.538,6.73E-24,T cell
GIMAP4,GIMAP4,5.44E-28,1.208055874,0.298,0.077,1.04E-23,T cell
BASP1,BASP1,7.86E-28,-0.514267124,0.007,0.242,1.50E-23,T cell
PSME1,PSME1,8.73E-28,1.182826633,0.695,0.752,1.67E-23,T cell
FBXW7,FBXW7,1.26E-27,-0.321193331,0.092,0.421,2.40E-23,T cell
RNF213,RNF213,1.53E-27,1.579162303,0.471,0.264,2.93E-23,T cell
ITM2B,ITM2B,1.71E-27,0.679541537,0.772,0.665,3.27E-23,T cell
RPL17,RPL17,1.98E-27,1.329313211,0.561,0.409,3.78E-23,T cell
MT-ND4,MT-ND4,2.28E-27,0.576908757,0.985,1,4.35E-23,T cell
SYNE2,SYNE2,3.07E-27,1.53551454,0.368,0.148,5.87E-23,T cell
SPI1,SPI1,3.33E-27,-0.67397677,0,0.222,6.37E-23,T cell
CECR1,CECR1,6.18E-27,-0.418719842,0.033,0.295,1.18E-22,T cell
SEC14L1,SEC14L1,1.49E-26,-0.261595198,0.094,0.421,2.84E-22,T cell
LBH,LBH,1.68E-26,1.091296383,0.292,0.078,3.21E-22,T cell
HMGN1,HMGN1,1.78E-26,1.108210548,0.605,0.462,3.40E-22,T cell
ZAP70,ZAP70,1.94E-26,0.794576002,0.184,0.017,3.71E-22,T cell
APOA1,APOA1,2.08E-26,-0.309383637,0.061,0.348,3.98E-22,T cell
TNFRSF25,TNFRSF25,2.95E-26,0.876050159,0.2,0.025,5.63E-22,T cell
GPR65,GPR65,3.27E-26,1.210783225,0.41,0.177,6.24E-22,T cell
HLA-DMA,HLA-DMA,6.65E-26,-1.012786281,0.2,0.545,1.27E-21,T cell
CAMK4,CAMK4,1.06E-25,0.778835165,0.162,0.009,2.02E-21,T cell
FCGR2B,FCGR2B,1.24E-25,-0.447247353,0.002,0.216,2.37E-21,T cell
TRAM1,TRAM1,1.41E-25,-0.330995919,0.265,0.722,2.69E-21,T cell
GNG7,GNG7,2.21E-25,-0.324785883,0.009,0.229,4.22E-21,T cell
SH3KBP1,SH3KBP1,2.32E-25,1.048657067,0.36,0.138,4.44E-21,T cell
UBL5,UBL5,2.40E-25,1.034308756,0.673,0.67,4.59E-21,T cell
NDUFS5,NDUFS5,2.66E-25,1.11337932,0.621,0.574,5.07E-21,T cell
PNOC,PNOC,2.77E-25,-0.299988295,0.002,0.213,5.30E-21,T cell
PSMB9,PSMB9,2.92E-25,1.322428095,0.607,0.538,5.57E-21,T cell
JUNB,JUNB,3.63E-25,1.264181487,0.774,0.764,6.93E-21,T cell
TNFAIP2,TNFAIP2,3.80E-25,-0.505865889,0.002,0.212,7.27E-21,T cell
H3F3B,H3F3B,4.00E-25,0.762130608,0.934,0.988,7.63E-21,T cell
PTPN22,PTPN22,4.22E-25,1.096395797,0.25,0.056,8.06E-21,T cell
TYROBP,TYROBP,6.03E-25,-2.367812924,0.048,0.288,1.15E-20,T cell
WDR74,WDR74,7.83E-25,-0.384707735,0.079,0.368,1.50E-20,T cell
PTPN7,PTPN7,8.97E-25,1.319111685,0.421,0.216,1.71E-20,T cell
HIST1H2BG,HIST1H2BG,9.73E-25,-0.401033886,0.059,0.332,1.86E-20,T cell
CCND3,CCND3,1.49E-24,1.009469044,0.331,0.121,2.85E-20,T cell
TMEM45A,TMEM45A,2.49E-24,-0.276095531,0,0.2,4.75E-20,T cell
CHPF,CHPF,2.56E-24,-0.251566807,0.02,0.247,4.89E-20,T cell
OST4,OST4,2.58E-24,0.88274602,0.735,0.864,4.93E-20,T cell
GATA3,GATA3,3.33E-24,0.869991953,0.178,0.019,6.36E-20,T cell
CD28,CD28,4.06E-24,0.694287892,0.154,0.009,7.75E-20,T cell
CXCR6,CXCR6,4.11E-24,0.94352148,0.162,0.013,7.85E-20,T cell
DNAAF1,DNAAF1,4.27E-24,-0.730071785,0.011,0.223,8.15E-20,T cell
PABPC1,PABPC1,4.73E-24,0.808372409,0.768,0.716,9.04E-20,T cell
MKI67,MKI67,4.77E-24,1.3137732,0.162,0.013,9.11E-20,T cell
KLRD1,KLRD1,5.19E-24,1.298870317,0.2,0.031,9.91E-20,T cell
TMEM59,TMEM59,5.48E-24,-0.476861531,0.412,0.852,1.05E-19,T cell
NAP1L1,NAP1L1,8.59E-24,0.729425885,0.715,0.584,1.64E-19,T cell
DNAJB6,DNAJB6,1.00E-23,1.121243801,0.645,0.618,1.92E-19,T cell
LAPTM5,LAPTM5,1.13E-23,0.791815583,0.616,0.345,2.16E-19,T cell
CPVL,CPVL,1.15E-23,-1.185302618,0,0.195,2.20E-19,T cell
CREM,CREM,1.44E-23,1.673253505,0.656,0.587,2.75E-19,T cell
CD68,CD68,1.79E-23,-1.139987783,0.013,0.219,3.43E-19,T cell
ASAH1,ASAH1,2.89E-23,-0.658385561,0.068,0.327,5.52E-19,T cell
SUMO2,SUMO2,2.90E-23,0.964331662,0.691,0.696,5.53E-19,T cell
SKP1,SKP1,3.32E-23,0.992234218,0.654,0.631,6.34E-19,T cell
GRAP2,GRAP2,3.58E-23,0.682546075,0.158,0.013,6.83E-19,T cell
C12orf75,C12orf75,3.83E-23,1.158762097,0.281,0.086,7.33E-19,T cell
GLTSCR2,GLTSCR2,3.93E-23,0.978107277,0.691,0.722,7.52E-19,T cell
TUBA4A,TUBA4A,4.06E-23,1.561828917,0.496,0.34,7.76E-19,T cell
RAN,RAN,5.14E-23,1.362329249,0.592,0.538,9.82E-19,T cell
EIF2AK4,EIF2AK4,5.32E-23,-0.307511802,0.055,0.306,1.02E-18,T cell
RNF19A,RNF19A,6.39E-23,1.385901597,0.309,0.112,1.22E-18,T cell
COX4I1,COX4I1,6.70E-23,0.797515435,0.77,0.869,1.28E-18,T cell
COX6C,COX6C,8.31E-23,1.063588867,0.638,0.609,1.59E-18,T cell
TOR3A,TOR3A,8.98E-23,-0.261649488,0.096,0.391,1.72E-18,T cell
UQCRB,UQCRB,1.01E-22,1.05029654,0.647,0.61,1.93E-18,T cell
PRCP,PRCP,1.13E-22,-0.368875758,0.035,0.266,2.17E-18,T cell
CLIC1,CLIC1,1.27E-22,0.978093458,0.662,0.591,2.42E-18,T cell
LDHA,LDHA,1.47E-22,1.304080072,0.564,0.475,2.80E-18,T cell
HNRNPC,HNRNPC,1.49E-22,1.048756507,0.64,0.634,2.85E-18,T cell
CD8B,CD8B,1.65E-22,1.084903793,0.184,0.027,3.15E-18,T cell
PPP1R2,PPP1R2,1.79E-22,1.33855263,0.471,0.314,3.43E-18,T cell
FUS,FUS,2.68E-22,1.207215816,0.548,0.409,5.12E-18,T cell
HLA-DQB1,HLA-DQB1,2.75E-22,-2.358424986,0.125,0.369,5.26E-18,T cell
TMED10,TMED10,3.27E-22,-0.251882113,0.226,0.632,6.25E-18,T cell
BLNK,BLNK,3.81E-22,-0.315129478,0.004,0.194,7.28E-18,T cell
YBX1,YBX1,3.90E-22,0.801503533,0.741,0.852,7.46E-18,T cell
TTC39C,TTC39C,4.05E-22,0.659840534,0.149,0.012,7.74E-18,T cell
ITK,ITK,4.48E-22,0.756789749,0.158,0.016,8.57E-18,T cell
AMBP,AMBP,4.81E-22,-0.256498951,0.072,0.335,9.18E-18,T cell
PDIA4,PDIA4,4.85E-22,-0.256341594,0.127,0.443,9.27E-18,T cell
IGHA2,IGHA2,5.71E-22,-2.191692004,0.004,0.192,1.09E-17,T cell
EMB,EMB,5.91E-22,1.140626066,0.353,0.156,1.13E-17,T cell
P2RX1,P2RX1,6.10E-22,-0.262394124,0.004,0.192,1.16E-17,T cell
CXorf21,CXorf21,6.13E-22,-0.445003328,0.024,0.234,1.17E-17,T cell
CPNE5,CPNE5,8.22E-22,-0.25501687,0.002,0.186,1.57E-17,T cell
PDCD1,PDCD1,8.26E-22,0.810696039,0.162,0.018,1.58E-17,T cell
CELF2,CELF2,8.77E-22,1.070231624,0.401,0.197,1.68E-17,T cell
HNRNPF,HNRNPF,1.01E-21,1.138139097,0.485,0.322,1.93E-17,T cell
LAG3,LAG3,1.01E-21,1.06493357,0.156,0.016,1.94E-17,T cell
MIR155HG,MIR155HG,1.06E-21,-0.436247924,0.079,0.336,2.02E-17,T cell
MS4A7,MS4A7,1.06E-21,-1.239501654,0.007,0.194,2.02E-17,T cell
H2AFV,H2AFV,1.06E-21,1.384465852,0.509,0.395,2.03E-17,T cell
PCSK7,PCSK7,1.07E-21,1.16954225,0.375,0.182,2.05E-17,T cell
DNAJB1,DNAJB1,1.21E-21,1.544192424,0.816,0.886,2.32E-17,T cell
FLT3LG,FLT3LG,1.22E-21,0.738993698,0.191,0.032,2.33E-17,T cell
FTH1,FTH1,1.33E-21,-0.509117721,0.956,0.991,2.53E-17,T cell
APOC3,APOC3,1.45E-21,-0.770464656,0.068,0.31,2.78E-17,T cell
TMEM2,TMEM2,1.50E-21,1.138234923,0.232,0.058,2.86E-17,T cell
S1PR4,S1PR4,1.58E-21,1.000333827,0.254,0.074,3.02E-17,T cell
ARAP2,ARAP2,1.86E-21,0.771746427,0.164,0.019,3.56E-17,T cell
PDCD4,PDCD4,2.08E-21,1.175592993,0.382,0.194,3.98E-17,T cell
ODF3B,ODF3B,2.24E-21,-0.299186348,0.02,0.223,4.28E-17,T cell
LAPTM4A,LAPTM4A,2.31E-21,-0.265663019,0.211,0.588,4.42E-17,T cell
IL1B,IL1B,3.12E-21,-2.364497886,0.004,0.184,5.95E-17,T cell
GMFG,GMFG,3.45E-21,1.06214011,0.601,0.501,6.59E-17,T cell
INPP4B,INPP4B,3.61E-21,0.681046063,0.14,0.01,6.89E-17,T cell
FAM92B,FAM92B,4.78E-21,-0.282296766,0,0.174,9.13E-17,T cell
MZT2A,MZT2A,5.06E-21,1.105408126,0.436,0.265,9.67E-17,T cell
ARID4B,ARID4B,5.09E-21,1.279325689,0.397,0.216,9.72E-17,T cell
TSPAN13,TSPAN13,5.36E-21,-0.295245573,0.009,0.195,1.02E-16,T cell
PHACTR1,PHACTR1,7.99E-21,-0.698055895,0.011,0.197,1.53E-16,T cell
RHOF,RHOF,8.06E-21,0.954338323,0.287,0.1,1.54E-16,T cell
TIGIT,TIGIT,8.88E-21,0.871455076,0.145,0.013,1.70E-16,T cell
HIST1H2AC,HIST1H2AC,1.20E-20,-0.250739816,0.055,0.292,2.29E-16,T cell
RGL4,RGL4,1.21E-20,0.606124912,0.145,0.013,2.32E-16,T cell
IGHJ6,IGHJ6,1.23E-20,-0.268128665,0.004,0.182,2.35E-16,T cell
C1QA,C1QA,1.25E-20,-2.473032171,0.007,0.184,2.39E-16,T cell
PSMA7,PSMA7,1.32E-20,1.064281202,0.651,0.668,2.52E-16,T cell
SIT1,SIT1,1.38E-20,0.838453048,0.206,0.045,2.64E-16,T cell
CCDC88A,CCDC88A,1.66E-20,-0.282980164,0.015,0.206,3.17E-16,T cell
ANXA6,ANXA6,2.10E-20,1.143655201,0.368,0.186,4.01E-16,T cell
CENPF,CENPF,2.49E-20,1.206573576,0.162,0.022,4.76E-16,T cell
CYBB,CYBB,2.52E-20,-0.616277562,0.002,0.173,4.82E-16,T cell
SON,SON,2.53E-20,1.115994066,0.636,0.674,4.84E-16,T cell
GZMH,GZMH,2.90E-20,1.354507813,0.197,0.042,5.55E-16,T cell
MT-CO3,MT-CO3,3.19E-20,0.539856663,0.989,1,6.10E-16,T cell
STAT4,STAT4,3.32E-20,0.990246251,0.228,0.061,6.35E-16,T cell
CHCHD2,CHCHD2,3.40E-20,0.867784992,0.724,0.849,6.50E-16,T cell
SPTAN1,SPTAN1,3.46E-20,0.862182941,0.204,0.045,6.61E-16,T cell
JAK1,JAK1,3.86E-20,1.214375069,0.491,0.36,7.37E-16,T cell
DPEP1,DPEP1,4.41E-20,-0.294889048,0,0.166,8.43E-16,T cell
WARS,WARS,4.89E-20,-0.392606192,0.057,0.284,9.35E-16,T cell
UQCR11,UQCR11,5.60E-20,0.997193631,0.636,0.608,1.07E-15,T cell
ARHGAP15,ARHGAP15,5.80E-20,0.998938867,0.296,0.116,1.11E-15,T cell
BIRC3,BIRC3,7.72E-20,1.397249587,0.55,0.444,1.48E-15,T cell
MGAT1,MGAT1,8.74E-20,-0.259951151,0.138,0.438,1.67E-15,T cell
SLC7A7,SLC7A7,8.97E-20,-0.500097299,0.004,0.174,1.71E-15,T cell
OXNAD1,OXNAD1,9.78E-20,0.712450197,0.167,0.026,1.87E-15,T cell
ARL6IP5,ARL6IP5,1.08E-19,1.020434565,0.489,0.332,2.07E-15,T cell
SH2D2A,SH2D2A,1.42E-19,0.716369848,0.175,0.031,2.71E-15,T cell
GPX1,GPX1,1.48E-19,-1.442220548,0.303,0.629,2.82E-15,T cell
ADAM28,ADAM28,1.68E-19,-0.284882538,0.007,0.178,3.21E-15,T cell
TBC1D10C,TBC1D10C,2.36E-19,1.077113067,0.331,0.155,4.51E-15,T cell
IGF1,IGF1,3.01E-19,-0.322884824,0.002,0.165,5.74E-15,T cell
CFD,CFD,3.04E-19,-0.871098609,0.007,0.174,5.81E-15,T cell
CHAC1,CHAC1,3.05E-19,-0.304041646,0.002,0.165,5.83E-15,T cell
PTGES3,PTGES3,3.06E-19,1.002617331,0.621,0.632,5.85E-15,T cell
GBP2,GBP2,4.22E-19,1.00558443,0.296,0.116,8.06E-15,T cell
RAB31,RAB31,4.85E-19,-0.546327091,0.002,0.162,9.28E-15,T cell
C1QB,C1QB,4.94E-19,-2.48897792,0.011,0.181,9.44E-15,T cell
CXCL8,CXCL8,5.47E-19,-2.857031056,0.007,0.171,1.05E-14,T cell
SPINT2,SPINT2,6.19E-19,-0.337634275,0.029,0.222,1.18E-14,T cell
PGK1,PGK1,7.01E-19,1.020987583,0.526,0.404,1.34E-14,T cell
MNDA,MNDA,7.30E-19,-0.839270379,0.002,0.161,1.39E-14,T cell
IGLL1,IGLL1,7.90E-19,-1.608758401,0.004,0.165,1.51E-14,T cell
CD14,CD14,8.03E-19,-1.089520796,0.004,0.165,1.53E-14,T cell
LGALS2,LGALS2,8.29E-19,-0.895774813,0,0.156,1.58E-14,T cell
ZFP36L2,ZFP36L2,8.89E-19,1.352977237,0.485,0.364,1.70E-14,T cell
1-Sep,1-Sep,1.05E-18,1.018875467,0.318,0.145,2.00E-14,T cell
LIMD2,LIMD2,1.14E-18,0.952357454,0.425,0.238,2.18E-14,T cell
IFNGR2,IFNGR2,1.25E-18,-0.347281305,0.011,0.179,2.38E-14,T cell
PTTG1,PTTG1,1.49E-18,1.183455006,0.232,0.071,2.85E-14,T cell
ACTR3,ACTR3,1.53E-18,1.068572378,0.531,0.406,2.92E-14,T cell
CNN2,CNN2,1.63E-18,1.033679914,0.311,0.136,3.12E-14,T cell
SCO2,SCO2,1.78E-18,-0.30393737,0.064,0.287,3.39E-14,T cell
SLA,SLA,2.06E-18,1.075893425,0.287,0.114,3.94E-14,T cell
SNRPF,SNRPF,2.37E-18,1.037051033,0.393,0.223,4.52E-14,T cell
IGLC7,IGLC7,2.47E-18,-1.885065282,0,0.152,4.71E-14,T cell
BLVRB,BLVRB,2.51E-18,-0.58445693,0.094,0.329,4.80E-14,T cell
HLA-DRA,HLA-DRA,2.69E-18,-3.255668661,0.268,0.518,5.14E-14,T cell
DNMT1,DNMT1,2.92E-18,1.088128211,0.3,0.129,5.58E-14,T cell
ARF6,ARF6,3.23E-18,1.025632645,0.474,0.345,6.17E-14,T cell
PDE3B,PDE3B,3.69E-18,0.656464444,0.134,0.014,7.05E-14,T cell
MACF1,MACF1,3.72E-18,0.962606128,0.27,0.101,7.11E-14,T cell
SLC2A3,SLC2A3,4.04E-18,1.151803293,0.342,0.157,7.72E-14,T cell
TNFRSF1B,TNFRSF1B,4.57E-18,0.866730751,0.338,0.147,8.74E-14,T cell
CLEC7A,CLEC7A,4.70E-18,-0.638210571,0.004,0.16,8.97E-14,T cell
ATF4,ATF4,5.01E-18,-0.272274328,0.368,0.801,9.57E-14,T cell
ENO1,ENO1,6.09E-18,1.012768228,0.568,0.461,1.16E-13,T cell
MS4A6A,MS4A6A,6.25E-18,-1.339040912,0.029,0.203,1.19E-13,T cell
HLA-DRB5,HLA-DRB5,6.25E-18,-1.624078757,0.173,0.414,1.19E-13,T cell
CYFIP2,CYFIP2,6.78E-18,0.785630514,0.169,0.032,1.30E-13,T cell
JAKMIP1,JAKMIP1,6.82E-18,0.494531402,0.105,0.004,1.30E-13,T cell
TRGC1,TRGC1,7.02E-18,0.602274972,0.105,0.004,1.34E-13,T cell
IGLC6,IGLC6,7.30E-18,-1.451731653,0,0.148,1.39E-13,T cell
CD5,CD5,7.97E-18,0.585555134,0.132,0.014,1.52E-13,T cell
MBNL1,MBNL1,8.13E-18,1.125518248,0.421,0.266,1.55E-13,T cell
UBB,UBB,8.73E-18,0.638438961,0.939,0.986,1.67E-13,T cell
STK17B,STK17B,8.77E-18,1.185387195,0.454,0.321,1.67E-13,T cell
XCL1,XCL1,9.18E-18,1.005831495,0.112,0.006,1.75E-13,T cell
MTRNR2L8,MTRNR2L8,9.20E-18,1.215121235,0.748,0.8,1.76E-13,T cell
SAMD3,SAMD3,9.29E-18,0.540064921,0.118,0.009,1.78E-13,T cell
PTGER4,PTGER4,9.65E-18,0.916146752,0.232,0.074,1.84E-13,T cell
PIK3IP1,PIK3IP1,1.05E-17,0.879734523,0.206,0.056,2.00E-13,T cell
TYMS,TYMS,1.13E-17,0.69233316,0.132,0.014,2.16E-13,T cell
TBC1D9,TBC1D9,1.14E-17,-0.27173461,0.002,0.152,2.17E-13,T cell
IFITM1,IFITM1,1.39E-17,0.841238619,0.149,0.023,2.66E-13,T cell
MYH9,MYH9,1.74E-17,0.959927533,0.303,0.132,3.32E-13,T cell
HLA-DMB,HLA-DMB,1.76E-17,-1.093332091,0.048,0.229,3.37E-13,T cell
TNFAIP3,TNFAIP3,2.14E-17,1.157255911,0.482,0.342,4.10E-13,T cell
SCPEP1,SCPEP1,2.26E-17,-0.349000093,0.018,0.183,4.32E-13,T cell
KIAA0101,KIAA0101,2.34E-17,1.08981495,0.182,0.042,4.47E-13,T cell
RPS4Y1,RPS4Y1,2.54E-17,1.019598397,0.61,0.581,4.85E-13,T cell
LRRFIP1,LRRFIP1,2.65E-17,1.000539231,0.507,0.355,5.07E-13,T cell
ANP32E,ANP32E,2.88E-17,1.083740123,0.314,0.149,5.50E-13,T cell
KLRG1,KLRG1,4.41E-17,0.642424574,0.127,0.014,8.43E-13,T cell
PRRC2C,PRRC2C,4.60E-17,1.16797884,0.537,0.491,8.80E-13,T cell
ANP32B,ANP32B,5.33E-17,1.226153464,0.5,0.423,1.02E-12,T cell
THEMIS,THEMIS,5.39E-17,0.532143442,0.107,0.006,1.03E-12,T cell
APOBEC3H,APOBEC3H,5.89E-17,0.524951643,0.114,0.009,1.12E-12,T cell
CD53,CD53,6.24E-17,0.947455524,0.493,0.361,1.19E-12,T cell
METTL7A,METTL7A,6.60E-17,-0.260162753,0.013,0.17,1.26E-12,T cell
SYTL3,SYTL3,8.25E-17,1.070029673,0.239,0.084,1.58E-12,T cell
PTP4A3,PTP4A3,9.71E-17,-0.27914461,0.059,0.262,1.86E-12,T cell
UBE2D3,UBE2D3,1.03E-16,0.835545957,0.645,0.636,1.97E-12,T cell
BUB3,BUB3,1.07E-16,1.083199842,0.346,0.192,2.04E-12,T cell
PPP1R18,PPP1R18,1.13E-16,0.860198076,0.314,0.145,2.17E-12,T cell
S100A9,S100A9,1.27E-16,-1.918038512,0.007,0.152,2.43E-12,T cell
ARPC1B,ARPC1B,1.32E-16,0.736580702,0.64,0.494,2.52E-12,T cell
BIN1,BIN1,1.57E-16,0.740814323,0.23,0.077,3.01E-12,T cell
ALDH2,ALDH2,1.67E-16,-0.456844323,0.013,0.168,3.19E-12,T cell
DNAJA4,DNAJA4,1.80E-16,1.269714024,0.257,0.097,3.43E-12,T cell
MPEG1,MPEG1,1.84E-16,-0.523539251,0,0.136,3.52E-12,T cell
CCNI,CCNI,1.91E-16,0.800501053,0.664,0.658,3.65E-12,T cell
CD86,CD86,2.28E-16,-0.39822428,0.009,0.156,4.35E-12,T cell
WIPF1,WIPF1,2.56E-16,1.065460093,0.379,0.227,4.90E-12,T cell
FCGR2A,FCGR2A,2.63E-16,-0.538156638,0,0.135,5.02E-12,T cell
IFI30,IFI30,2.72E-16,-0.575821045,0.022,0.182,5.20E-12,T cell
TRAF3IP3,TRAF3IP3,2.73E-16,0.943906867,0.265,0.108,5.22E-12,T cell
ATAD2,ATAD2,2.78E-16,0.541345538,0.129,0.017,5.31E-12,T cell
TXNIP,TXNIP,2.86E-16,1.210109086,0.428,0.274,5.46E-12,T cell
MSN,MSN,2.89E-16,0.889178638,0.377,0.209,5.53E-12,T cell
HMOX1,HMOX1,2.98E-16,-0.610259052,0.018,0.173,5.69E-12,T cell
SNRPB,SNRPB,3.04E-16,0.996813288,0.467,0.348,5.81E-12,T cell
CTSH,CTSH,3.48E-16,-0.540852963,0.125,0.358,6.65E-12,T cell
SC5D,SC5D,3.67E-16,0.891661777,0.186,0.049,7.01E-12,T cell
LY86,LY86,3.75E-16,-0.482398563,0,0.134,7.16E-12,T cell
MT2A,MT2A,4.20E-16,0.85342302,0.634,0.523,8.02E-12,T cell
IER3,IER3,4.33E-16,-1.486486537,0.099,0.299,8.27E-12,T cell
PBXIP1,PBXIP1,4.50E-16,1.123499526,0.265,0.112,8.60E-12,T cell
TNFAIP8,TNFAIP8,4.94E-16,1.056189775,0.384,0.227,9.45E-12,T cell
DUT,DUT,5.05E-16,1.33243692,0.388,0.247,9.65E-12,T cell
GPSM3,GPSM3,5.27E-16,0.909364304,0.485,0.348,1.01E-11,T cell
SCML4,SCML4,6.51E-16,0.485475303,0.105,0.008,1.24E-11,T cell
PARP8,PARP8,7.20E-16,0.749492048,0.184,0.049,1.38E-11,T cell
IGLL5,IGLL5,8.06E-16,-1.241804315,0.002,0.136,1.54E-11,T cell
COTL1,COTL1,8.07E-16,1.146657715,0.379,0.213,1.54E-11,T cell
CXCL16,CXCL16,8.40E-16,-0.636153624,0.02,0.174,1.61E-11,T cell
CNOT6L,CNOT6L,8.48E-16,1.076338657,0.261,0.109,1.62E-11,T cell
PLD3,PLD3,1.04E-15,-0.405350974,0.075,0.278,1.98E-11,T cell
MBP,MBP,1.41E-15,1.00896775,0.296,0.135,2.69E-11,T cell
SMC3,SMC3,1.41E-15,0.900745119,0.252,0.101,2.70E-11,T cell
TBC1D4,TBC1D4,1.43E-15,0.585669442,0.116,0.013,2.74E-11,T cell
TNIK,TNIK,1.45E-15,0.561100484,0.118,0.014,2.76E-11,T cell
NUSAP1,NUSAP1,1.57E-15,1.02537574,0.143,0.026,3.00E-11,T cell
C1QC,C1QC,1.62E-15,-1.887603029,0.004,0.138,3.10E-11,T cell
SUB1,SUB1,1.78E-15,0.655076797,0.759,0.903,3.41E-11,T cell
CDC42SE2,CDC42SE2,1.81E-15,1.045344145,0.408,0.274,3.46E-11,T cell
N4BP2L2,N4BP2L2,1.96E-15,1.14423472,0.553,0.534,3.75E-11,T cell
EEF1B2,EEF1B2,2.00E-15,0.60236244,0.798,0.947,3.81E-11,T cell
CD82,CD82,2.16E-15,0.658232116,0.175,0.043,4.12E-11,T cell
SRSF11,SRSF11,2.18E-15,1.128731413,0.471,0.382,4.16E-11,T cell
RAB13,RAB13,2.37E-15,-0.254162411,0.011,0.152,4.52E-11,T cell
STAT3,STAT3,2.39E-15,1.101601644,0.366,0.222,4.57E-11,T cell
PRPF38B,PRPF38B,2.51E-15,1.189795126,0.478,0.4,4.80E-11,T cell
BZW1,BZW1,2.54E-15,0.986271061,0.412,0.279,4.86E-11,T cell
MT-CO2,MT-CO2,2.67E-15,0.472491136,0.989,1,5.10E-11,T cell
SPN,SPN,2.75E-15,0.787883214,0.202,0.062,5.25E-11,T cell
NCL,NCL,3.77E-15,1.183044488,0.618,0.697,7.20E-11,T cell
CIB1,CIB1,4.31E-15,1.022880807,0.469,0.364,8.23E-11,T cell
ITGAX,ITGAX,4.44E-15,-0.496223716,0,0.125,8.49E-11,T cell
UBE2C,UBE2C,4.69E-15,0.636343876,0.101,0.008,8.95E-11,T cell
HSPH1,HSPH1,4.87E-15,1.267982058,0.66,0.729,9.30E-11,T cell
ACTN4,ACTN4,5.22E-15,1.019855344,0.3,0.151,9.97E-11,T cell
HMGN2,HMGN2,5.67E-15,1.47172869,0.533,0.496,1.08E-10,T cell
PDE7A,PDE7A,5.98E-15,0.787734626,0.228,0.083,1.14E-10,T cell
IGSF6,IGSF6,6.46E-15,-0.707935776,0.007,0.138,1.23E-10,T cell
CLK1,CLK1,7.44E-15,1.020718662,0.502,0.429,1.42E-10,T cell
IGKV4-1,IGKV4-1,8.87E-15,-0.86190339,0.009,0.143,1.70E-10,T cell
BIRC5,BIRC5,9.20E-15,0.502272878,0.105,0.01,1.76E-10,T cell
YWHAZ,YWHAZ,1.11E-14,0.922049029,0.601,0.622,2.13E-10,T cell
RBM47,RBM47,1.33E-14,-0.301402586,0.009,0.142,2.53E-10,T cell
ARL4C,ARL4C,1.38E-14,0.9326633,0.331,0.169,2.64E-10,T cell
SLBP,SLBP,1.42E-14,0.853048122,0.276,0.13,2.72E-10,T cell
TBCB,TBCB,1.50E-14,0.938847396,0.346,0.204,2.87E-10,T cell
ZC3HAV1,ZC3HAV1,1.54E-14,1.015156401,0.362,0.21,2.95E-10,T cell
UBC,UBC,1.75E-14,0.732933906,0.954,0.99,3.34E-10,T cell
ATP6V0B,ATP6V0B,2.02E-14,-0.270890919,0.309,0.673,3.86E-10,T cell
LPIN2,LPIN2,2.07E-14,0.659352444,0.143,0.03,3.96E-10,T cell
PA2G4,PA2G4,2.27E-14,1.160518316,0.445,0.351,4.34E-10,T cell
CXCL2,CXCL2,2.28E-14,-1.536059117,0.004,0.129,4.36E-10,T cell
MTRNR2L12,MTRNR2L12,2.31E-14,1.273041722,0.689,0.765,4.42E-10,T cell
SYK,SYK,2.53E-14,-0.282681897,0.011,0.143,4.84E-10,T cell
